"","week","AQHI","stationName"
"418",2019-03-10,2.48192665598623,"Burnaby South"
"419",2019-03-17,2.79707141688701,"Burnaby South"
"420",2019-03-24,2.52730664476883,"Burnaby South"
"421",2019-03-31,2.66921477468831,"Burnaby South"
"422",2019-04-07,2.39649543332195,"Burnaby South"
"423",2019-04-14,2.25747176048078,"Burnaby South"
"424",2019-04-21,2.36569428953886,"Burnaby South"
"425",2019-04-28,2.42124231176112,"Burnaby South"
"426",2019-05-05,2.30397077655538,"Burnaby South"
"427",2019-05-12,2.19601875293072,"Burnaby South"
"428",2019-05-19,2.15939900034851,"Burnaby South"
"429",2019-05-26,2.37956073734235,"Burnaby South"
"430",2019-06-02,2.07812648532397,"Burnaby South"
"431",2019-06-09,2.13324282020455,"Burnaby South"
"432",2019-06-16,1.68403554816859,"Burnaby South"
"433",2019-06-23,1.93395438410729,"Burnaby South"
"434",2019-06-30,1.80348253979748,"Burnaby South"
"435",2019-07-07,1.7029563243843,"Burnaby South"
"436",2019-07-14,1.60409492611277,"Burnaby South"
"437",2019-07-21,1.81933865996249,"Burnaby South"
"438",2019-07-28,1.94703709027024,"Burnaby South"
"439",2019-08-04,2.18807518166443,"Burnaby South"
"440",2019-08-11,1.91632998622931,"Burnaby South"
"441",2019-08-18,1.97430861166218,"Burnaby South"
"442",2019-08-25,2.13379500301261,"Burnaby South"
"443",2019-09-01,1.95502754623948,"Burnaby South"
"444",2019-09-08,1.71868269471467,"Burnaby South"
"445",2019-09-15,1.56397147521412,"Burnaby South"
"446",2019-09-22,1.63138651653882,"Burnaby South"
"447",2019-09-29,1.92959638948806,"Burnaby South"
"448",2019-10-06,2.14356256462227,"Burnaby South"
"449",2019-10-13,2.02451887131728,"Burnaby South"
"450",2019-10-20,1.8113614537375,"Burnaby South"
"451",2019-10-27,2.39843318412411,"Burnaby South"
"452",2019-11-03,2.30627223354761,"Burnaby South"
"453",2019-11-10,1.855611585669,"Burnaby South"
"454",2019-11-17,2.1031029634061,"Burnaby South"
"455",2019-11-24,2.37953690135737,"Burnaby South"
"456",2019-12-01,2.23823427407292,"Burnaby South"
"457",2019-12-08,1.94994859934517,"Burnaby South"
"458",2019-12-15,2.19123595938208,"Burnaby South"
"459",2019-12-22,1.88254630137694,"Burnaby South"
"460",2019-12-29,2.01141318445856,"Burnaby South"
"461",2020-01-05,2.12033062302906,"Burnaby South"
"462",2020-01-12,2.26234723793676,"Burnaby South"
"463",2020-01-19,2.15621985700569,"Burnaby South"
"464",2020-01-26,2.1181912037582,"Burnaby South"
"465",2020-02-02,2.10612314085996,"Burnaby South"
"466",2020-02-09,2.20910937459573,"Burnaby South"
"467",2020-02-16,2.36728691703023,"Burnaby South"
"468",2020-02-23,2.18221883227891,"Burnaby South"
"469",2020-03-01,2.19560538075241,"Burnaby South"
"470",2020-03-08,2.26239825254542,"Burnaby South"
"471",2020-03-15,2.79280986573055,"Burnaby South"
"472",2020-03-22,2.2453733200116,"Burnaby South"
"473",2020-03-29,2.12976641040843,"Burnaby South"
"474",2020-04-05,2.33433250900339,"Burnaby South"
"475",2020-04-12,2.60857816759455,"Burnaby South"
"476",2020-04-19,2.19178436545942,"Burnaby South"
"477",2020-04-26,2.47024511225456,"Burnaby South"
"478",2020-05-03,2.4041250036331,"Burnaby South"
"479",2020-05-10,2.23524747529387,"Burnaby South"
"480",2020-05-17,1.90748263723036,"Burnaby South"
"481",2020-05-24,2.28900145004967,"Burnaby South"
"482",2020-05-31,1.92820291636514,"Burnaby South"
"483",2020-06-07,1.7341628145383,"Burnaby South"
"484",2020-06-14,1.84210134046829,"Burnaby South"
"485",2020-06-21,1.69381600575221,"Burnaby South"
"486",2020-06-28,1.63531527516195,"Burnaby South"
"487",2020-07-05,1.72194822150174,"Burnaby South"
"488",2020-07-12,1.81583701021519,"Burnaby South"
"489",2020-07-19,1.41453150725218,"Burnaby South"
"490",2020-07-26,2.24142053336271,"Burnaby South"
"491",2020-08-02,1.65138824286038,"Burnaby South"
"492",2020-08-09,2.0386032879615,"Burnaby South"
"493",2020-08-16,1.97895922532284,"Burnaby South"
"494",2020-08-23,1.67866998880947,"Burnaby South"
"495",2020-08-30,1.92442127922548,"Burnaby South"
"496",2020-09-06,4.03007612379442,"Burnaby South"
"497",2020-09-13,4.55864430484444,"Burnaby South"
"498",2020-09-20,1.76043072279479,"Burnaby South"
"499",2020-09-27,1.98114083266986,"Burnaby South"
"500",2020-10-04,1.85285159236677,"Burnaby South"
"501",2020-10-11,1.75803290150701,"Burnaby South"
"502",2020-10-18,1.87511905586545,"Burnaby South"
"503",2020-10-25,2.14768681806951,"Burnaby South"
"504",2020-11-01,1.98248945561765,"Burnaby South"
"505",2020-11-08,1.94805806656298,"Burnaby South"
"506",2020-11-15,2.07986402754511,"Burnaby South"
"507",2020-11-22,2.04240815750607,"Burnaby South"
"508",2020-11-29,2.08606399755553,"Burnaby South"
"509",2020-12-06,1.98786269628942,"Burnaby South"
"510",2020-12-13,2.12733569082899,"Burnaby South"
"511",2020-12-20,2.21045769235919,"Burnaby South"
"512",2020-12-27,1.98958698661509,"Burnaby South"
"513",2021-01-03,2.17649748894888,"Burnaby South"
"514",2021-01-10,2.08874375049986,"Burnaby South"
"515",2021-01-17,2.10086449399814,"Burnaby South"
"516",2021-01-24,2.03560318185115,"Burnaby South"
"517",2021-01-31,2.16269819025669,"Burnaby South"
"518",2021-02-07,2.41382104670857,"Burnaby South"
"519",2021-02-14,2.23351177675488,"Burnaby South"
"520",2021-02-21,2.3640764879226,"Burnaby South"
"521",2021-02-28,2.33387991010635,"Burnaby South"
"522",2021-03-07,2.42284176119243,"Burnaby South"
"523",2021-03-14,2.42310053735733,"Burnaby South"
"524",2021-03-21,2.19989059103932,"Burnaby South"
"525",2021-03-28,2.49154877684899,"Burnaby South"
"526",2021-04-04,2.45281806885258,"Burnaby South"
"527",2021-04-11,2.77958422686191,"Burnaby South"
"528",2021-04-18,2.63244511781702,"Burnaby South"
"529",2021-04-25,2.03620380106595,"Burnaby South"
"530",2021-05-02,2.27714513298256,"Burnaby South"
"531",2021-05-09,2.09440942454872,"Burnaby South"
"532",2021-05-16,2.13125120383144,"Burnaby South"
"533",2021-05-23,1.79789407111078,"Burnaby South"
"534",2021-05-30,2.11501119354702,"Burnaby South"
"535",2021-06-06,1.87574979114956,"Burnaby South"
"536",2021-06-13,1.89375131516691,"Burnaby South"
"537",2021-06-20,1.95797934818418,"Burnaby South"
"538",2021-06-27,2.2209057946288,"Burnaby South"
"539",2021-07-04,1.93889824275185,"Burnaby South"
"540",2021-07-11,1.64258575348076,"Burnaby South"
"541",2021-07-18,1.77617398086713,"Burnaby South"
"542",2021-07-25,2.27753473850967,"Burnaby South"
"543",2021-08-01,1.89316058118533,"Burnaby South"
"544",2021-08-08,2.70381934664364,"Burnaby South"
"545",2021-08-15,1.78083053346878,"Burnaby South"
"546",2021-08-22,2.10553162743164,"Burnaby South"
"547",2021-08-29,2.04150502059525,"Burnaby South"
"548",2021-09-05,2.14768793834136,"Burnaby South"
"549",2021-09-12,1.94092082281873,"Burnaby South"
"550",2021-09-19,1.80866925366531,"Burnaby South"
"551",2021-09-26,1.86390408159786,"Burnaby South"
"552",2021-10-03,1.80774870807955,"Burnaby South"
"553",2021-10-10,1.83287485272382,"Burnaby South"
"554",2021-10-17,1.88510209681428,"Burnaby South"
"555",2021-10-24,1.80398544262624,"Burnaby South"
"556",2021-10-31,2.09786359911086,"Burnaby South"
"557",2021-11-07,1.82731266171553,"Burnaby South"
"558",2021-11-14,1.93614542942404,"Burnaby South"
"559",2021-11-21,1.93023158262261,"Burnaby South"
"560",2021-11-28,1.91318059520483,"Burnaby South"
"561",2021-12-05,2.05958008772995,"Burnaby South"
"562",2021-12-12,2.14800568242922,"Burnaby South"
"563",2021-12-19,2.29720361624717,"Burnaby South"
"564",2021-12-26,2.61619124636057,"Burnaby South"
"565",2022-01-02,2.22067004517456,"Burnaby South"
"566",2022-01-09,2.03752303545853,"Burnaby South"
"567",2022-01-16,1.80443650286142,"Burnaby South"
"568",2022-01-23,2.29258784740793,"Burnaby South"
"569",2022-01-30,2.1468879517033,"Burnaby South"
"570",2022-02-06,2.11622245066716,"Burnaby South"
"571",2022-02-13,2.25608121283892,"Burnaby South"
"572",2022-02-20,2.53335117411661,"Burnaby South"
"573",2022-02-27,2.20510655724896,"Burnaby South"
"574",2022-03-06,2.30967007108524,"Burnaby South"
"575",2022-03-13,2.3658684401834,"Burnaby South"
"576",2022-03-20,2.17863188823334,"Burnaby South"
"577",2022-03-27,2.06355582796094,"Burnaby South"
"578",2022-04-03,2.47723017840252,"Burnaby South"
"579",2022-04-10,2.52182773558518,"Burnaby South"
"580",2022-04-17,2.55337733129857,"Burnaby South"
"581",2022-04-24,2.41701956528901,"Burnaby South"
"582",2022-05-01,2.34950529595451,"Burnaby South"
"583",2022-05-08,2.17196341846522,"Burnaby South"
"584",2022-05-15,2.25764549737093,"Burnaby South"
"585",2022-05-22,2.29854951595861,"Burnaby South"
"586",2022-05-29,2.10740825931445,"Burnaby South"
"587",2022-06-05,1.83059123936869,"Burnaby South"
"588",2022-06-12,1.93900481558283,"Burnaby South"
"589",2022-06-19,1.92487346457,"Burnaby South"
"590",2022-06-26,2.17299129999283,"Burnaby South"
"591",2022-07-03,1.73061303239548,"Burnaby South"
"592",2022-07-10,1.79748115622914,"Burnaby South"
"593",2022-07-17,1.74306313391744,"Burnaby South"
"594",2022-07-24,2.66902028965266,"Burnaby South"
"595",2022-07-31,1.7844223568665,"Burnaby South"
"596",2022-08-07,2.09709025480992,"Burnaby South"
"597",2022-08-14,2.3990643600468,"Burnaby South"
"598",2022-08-21,2.07458300879712,"Burnaby South"
"599",2022-08-28,2.24793103975537,"Burnaby South"
"600",2022-09-04,2.08895413811645,"Burnaby South"
"601",2022-09-11,2.88563677528442,"Burnaby South"
"602",2022-09-18,2.2967475102409,"Burnaby South"
"603",2022-09-25,2.47341262735461,"Burnaby South"
"604",2022-10-02,2.97671446941553,"Burnaby South"
"605",2022-10-09,2.52116445418542,"Burnaby South"
"606",2022-10-16,3.70555265104917,"Burnaby South"
"607",2022-10-23,1.99947576311114,"Burnaby South"
"608",2022-10-30,1.97038849756009,"Burnaby South"
"610",2017-01-01,2.63929258520287,"North Vancouver Mahon Park"
"611",2017-01-08,2.97115189802406,"North Vancouver Mahon Park"
"612",2017-01-15,2.34295232624512,"North Vancouver Mahon Park"
"613",2017-01-22,2.18710719207581,"North Vancouver Mahon Park"
"614",2017-01-29,2.66754762786564,"North Vancouver Mahon Park"
"615",2017-02-05,2.9425543902082,"North Vancouver Mahon Park"
"616",2017-02-12,2.32350551282309,"North Vancouver Mahon Park"
"617",2017-02-19,2.0995151670744,"North Vancouver Mahon Park"
"618",2017-02-26,2.35000152789605,"North Vancouver Mahon Park"
"619",2017-03-05,2.31467714383595,"North Vancouver Mahon Park"
"620",2017-03-12,2.08113897285013,"North Vancouver Mahon Park"
"621",2017-03-19,2.45265769483551,"North Vancouver Mahon Park"
"622",2017-03-26,2.24716885404567,"North Vancouver Mahon Park"
"623",2017-04-02,2.44671085283438,"North Vancouver Mahon Park"
"624",2017-04-09,2.32069791307027,"North Vancouver Mahon Park"
"625",2017-04-16,2.34930283304049,"North Vancouver Mahon Park"
"626",2017-04-23,2.02811225882726,"North Vancouver Mahon Park"
"627",2017-04-30,1.84566950651708,"North Vancouver Mahon Park"
"628",2017-05-07,2.25625178043252,"North Vancouver Mahon Park"
"629",2017-05-14,2.14853155217214,"North Vancouver Mahon Park"
"630",2017-05-21,2.47752119231034,"North Vancouver Mahon Park"
"631",2017-05-28,2.27158141658961,"North Vancouver Mahon Park"
"632",2017-06-04,2.37768455329519,"North Vancouver Mahon Park"
"633",2017-06-11,1.77584849106425,"North Vancouver Mahon Park"
"634",2017-06-18,1.72657404495869,"North Vancouver Mahon Park"
"635",2017-06-25,2.31542245206637,"North Vancouver Mahon Park"
"636",2017-07-02,2.35310813168289,"North Vancouver Mahon Park"
"637",2017-07-09,2.03816867392843,"North Vancouver Mahon Park"
"638",2017-07-16,1.76681574399471,"North Vancouver Mahon Park"
"639",2017-07-23,1.78685921739134,"North Vancouver Mahon Park"
"640",2017-07-30,3.76276420354919,"North Vancouver Mahon Park"
"641",2017-08-06,4.88774208755657,"North Vancouver Mahon Park"
"642",2017-08-13,1.77727790415109,"North Vancouver Mahon Park"
"643",2017-08-20,2.25981121756547,"North Vancouver Mahon Park"
"644",2017-08-27,2.56733006044613,"North Vancouver Mahon Park"
"645",2017-09-03,3.33930084049333,"North Vancouver Mahon Park"
"646",2017-09-10,2.15215921119013,"North Vancouver Mahon Park"
"647",2017-09-17,1.83602010930772,"North Vancouver Mahon Park"
"648",2017-09-24,1.95114366711615,"North Vancouver Mahon Park"
"649",2017-10-01,1.96666141163969,"North Vancouver Mahon Park"
"650",2017-10-08,1.55705626548056,"North Vancouver Mahon Park"
"651",2017-10-15,2.05889439692824,"North Vancouver Mahon Park"
"652",2017-10-22,1.87013490907963,"North Vancouver Mahon Park"
"653",2017-10-29,2.22832116595889,"North Vancouver Mahon Park"
"654",2017-11-05,2.15738701568079,"North Vancouver Mahon Park"
"655",2017-11-12,2.16002895536592,"North Vancouver Mahon Park"
"656",2017-11-19,1.92205052248791,"North Vancouver Mahon Park"
"657",2017-11-26,2.10155440309459,"North Vancouver Mahon Park"
"658",2017-12-03,1.96503458638569,"North Vancouver Mahon Park"
"659",2017-12-10,2.34748639004059,"North Vancouver Mahon Park"
"660",2017-12-17,2.05608688885512,"North Vancouver Mahon Park"
"661",2017-12-24,2.28764990001698,"North Vancouver Mahon Park"
"662",2017-12-31,2.57326707296409,"North Vancouver Mahon Park"
"663",2018-01-07,2.02907885223569,"North Vancouver Mahon Park"
"664",2018-01-14,2.17572510564114,"North Vancouver Mahon Park"
"665",2018-01-21,2.34840087838861,"North Vancouver Mahon Park"
"666",2018-01-28,2.06991763999021,"North Vancouver Mahon Park"
"667",2018-02-04,1.73807010375418,"North Vancouver Mahon Park"
"668",2018-02-11,2.22621029329074,"North Vancouver Mahon Park"
"669",2018-02-18,2.35212227488047,"North Vancouver Mahon Park"
"670",2018-02-25,2.32091619077436,"North Vancouver Mahon Park"
"671",2018-03-04,2.28173837113055,"North Vancouver Mahon Park"
"672",2018-03-11,2.48056120305222,"North Vancouver Mahon Park"
"673",2018-03-18,2.36414445599824,"North Vancouver Mahon Park"
"674",2018-03-25,2.14308726042621,"North Vancouver Mahon Park"
"675",2018-04-01,2.31230184253441,"North Vancouver Mahon Park"
"676",2018-04-08,2.53294371510269,"North Vancouver Mahon Park"
"677",2018-04-15,2.31175440293649,"North Vancouver Mahon Park"
"678",2018-04-22,2.73279399400201,"North Vancouver Mahon Park"
"679",2018-04-29,2.23961124449637,"North Vancouver Mahon Park"
"680",2018-05-06,2.33542790743027,"North Vancouver Mahon Park"
"681",2018-05-13,2.675639145018,"North Vancouver Mahon Park"
"682",2018-05-20,2.49430883565932,"North Vancouver Mahon Park"
"683",2018-05-27,2.24595646741629,"North Vancouver Mahon Park"
"684",2018-06-03,2.245803967712,"North Vancouver Mahon Park"
"685",2018-06-10,1.62541519548178,"North Vancouver Mahon Park"
"686",2018-06-17,2.33628435505059,"North Vancouver Mahon Park"
"687",2018-06-24,1.79693842317268,"North Vancouver Mahon Park"
"688",2018-07-01,1.58914421457779,"North Vancouver Mahon Park"
"689",2018-07-08,1.65535420375772,"North Vancouver Mahon Park"
"690",2018-07-15,1.93123733807663,"North Vancouver Mahon Park"
"691",2018-07-22,2.60973930281326,"North Vancouver Mahon Park"
"692",2018-07-29,2.54115229893237,"North Vancouver Mahon Park"
"693",2018-08-05,2.77400764687643,"North Vancouver Mahon Park"
"694",2018-08-12,3.35098294475933,"North Vancouver Mahon Park"
"695",2018-08-19,4.91586157497452,"North Vancouver Mahon Park"
"696",2018-08-26,2.03888393101781,"North Vancouver Mahon Park"
"697",2018-09-02,2.47499562593852,"North Vancouver Mahon Park"
"698",2018-09-09,1.57301514768227,"North Vancouver Mahon Park"
"699",2018-09-16,1.55395968654111,"North Vancouver Mahon Park"
"700",2018-09-23,1.57867761959824,"North Vancouver Mahon Park"
"701",2018-09-30,1.71019019756375,"North Vancouver Mahon Park"
"702",2018-10-07,1.58377834795944,"North Vancouver Mahon Park"
"703",2018-10-14,2.79774615011891,"North Vancouver Mahon Park"
"704",2018-10-21,2.13664451396753,"North Vancouver Mahon Park"
"705",2018-10-28,1.87091852915468,"North Vancouver Mahon Park"
"706",2018-11-04,1.58094464784815,"North Vancouver Mahon Park"
"707",2018-11-11,2.12243071975127,"North Vancouver Mahon Park"
"708",2018-11-18,2.16384700956896,"North Vancouver Mahon Park"
"709",2018-11-25,1.76612071902493,"North Vancouver Mahon Park"
"710",2018-12-02,2.40741428426924,"North Vancouver Mahon Park"
"711",2018-12-09,2.11874215653336,"North Vancouver Mahon Park"
"712",2018-12-16,2.253516475126,"North Vancouver Mahon Park"
"713",2018-12-23,1.72005926137733,"North Vancouver Mahon Park"
"714",2018-12-30,2.18589385230974,"North Vancouver Mahon Park"
"715",2019-01-06,2.16464487078276,"North Vancouver Mahon Park"
"716",2019-01-13,2.46347413517486,"North Vancouver Mahon Park"
"717",2019-01-20,1.73957645291782,"North Vancouver Mahon Park"
"718",2019-01-27,2.36518997618136,"North Vancouver Mahon Park"
"719",2019-02-03,2.69427392076976,"North Vancouver Mahon Park"
"720",2019-02-10,2.7425351255495,"North Vancouver Mahon Park"
"721",2019-02-17,2.14824294936699,"North Vancouver Mahon Park"
"722",2019-02-24,2.55155400143061,"North Vancouver Mahon Park"
"723",2019-03-03,2.70551722218204,"North Vancouver Mahon Park"
"724",2019-03-10,2.26161996498544,"North Vancouver Mahon Park"
"725",2019-03-17,2.90067421787167,"North Vancouver Mahon Park"
"726",2019-03-24,2.46465015779287,"North Vancouver Mahon Park"
"727",2019-03-31,2.51340056577481,"North Vancouver Mahon Park"
"728",2019-04-07,2.09296574258845,"North Vancouver Mahon Park"
"729",2019-04-14,2.13758857613119,"North Vancouver Mahon Park"
"730",2019-04-21,2.30933148648589,"North Vancouver Mahon Park"
"731",2019-04-28,2.45922459638028,"North Vancouver Mahon Park"
"732",2019-05-05,2.35038759331149,"North Vancouver Mahon Park"
"733",2019-05-12,2.20220456777117,"North Vancouver Mahon Park"
"734",2019-05-19,2.12111573591517,"North Vancouver Mahon Park"
"735",2019-05-26,2.44959295479885,"North Vancouver Mahon Park"
"736",2019-06-02,2.18583415503978,"North Vancouver Mahon Park"
"737",2019-06-09,2.09218445888525,"North Vancouver Mahon Park"
"738",2019-06-16,1.86917760636719,"North Vancouver Mahon Park"
"739",2019-06-23,1.89069829173598,"North Vancouver Mahon Park"
"740",2019-06-30,1.7080067784892,"North Vancouver Mahon Park"
"741",2019-07-07,1.50233115897509,"North Vancouver Mahon Park"
"742",2019-07-14,1.58620837203582,"North Vancouver Mahon Park"
"743",2019-07-21,1.86556527583347,"North Vancouver Mahon Park"
"744",2019-07-28,1.66672911621868,"North Vancouver Mahon Park"
"745",2019-08-04,2.3261635648606,"North Vancouver Mahon Park"
"746",2019-08-11,1.85307294064246,"North Vancouver Mahon Park"
"747",2019-08-18,1.89731954028581,"North Vancouver Mahon Park"
"748",2019-08-25,1.98256115112225,"North Vancouver Mahon Park"
"749",2019-09-01,2.03140593044689,"North Vancouver Mahon Park"
"750",2019-09-08,1.51794924674972,"North Vancouver Mahon Park"
"751",2019-09-15,1.43074520367585,"North Vancouver Mahon Park"
"752",2019-09-22,1.56597925415617,"North Vancouver Mahon Park"
"753",2019-09-29,1.64945233175499,"North Vancouver Mahon Park"
"754",2019-10-06,1.95372929190215,"North Vancouver Mahon Park"
"755",2019-10-13,1.95486797218334,"North Vancouver Mahon Park"
"756",2019-10-20,1.58710591304989,"North Vancouver Mahon Park"
"757",2019-10-27,2.41908266121212,"North Vancouver Mahon Park"
"758",2019-11-03,2.16820418270307,"North Vancouver Mahon Park"
"759",2019-11-10,1.63385471727527,"North Vancouver Mahon Park"
"760",2019-11-17,1.97276584193072,"North Vancouver Mahon Park"
"761",2019-11-24,2.30984366691949,"North Vancouver Mahon Park"
"762",2019-12-01,1.9199442603611,"North Vancouver Mahon Park"
"763",2019-12-08,1.60319437722,"North Vancouver Mahon Park"
"764",2019-12-15,1.93056799453152,"North Vancouver Mahon Park"
"765",2019-12-22,1.7134674961149,"North Vancouver Mahon Park"
"766",2019-12-29,1.8170708622783,"North Vancouver Mahon Park"
"767",2020-01-05,2.08799283673534,"North Vancouver Mahon Park"
"768",2020-01-12,2.29948554238089,"North Vancouver Mahon Park"
"769",2020-01-19,2.02847016548036,"North Vancouver Mahon Park"
"770",2020-01-26,2.11552206435331,"North Vancouver Mahon Park"
"771",2020-02-02,1.85892413552232,"North Vancouver Mahon Park"
"772",2020-02-09,1.93701557296712,"North Vancouver Mahon Park"
"773",2020-02-16,2.25138561556896,"North Vancouver Mahon Park"
"774",2020-02-23,2.02704962874646,"North Vancouver Mahon Park"
"775",2020-03-01,2.10398221142884,"North Vancouver Mahon Park"
"776",2020-03-08,2.09428034918822,"North Vancouver Mahon Park"
"777",2020-03-15,2.92962251186585,"North Vancouver Mahon Park"
"778",2020-03-22,2.18808527629948,"North Vancouver Mahon Park"
"779",2020-03-29,2.07730711809358,"North Vancouver Mahon Park"
"780",2020-04-05,2.38113186006676,"North Vancouver Mahon Park"
"781",2020-04-12,2.63673579291564,"North Vancouver Mahon Park"
"782",2020-04-19,1.95334742935888,"North Vancouver Mahon Park"
"783",2020-04-26,2.20956788395464,"North Vancouver Mahon Park"
"784",2020-05-03,2.2499189822725,"North Vancouver Mahon Park"
"785",2020-05-10,2.09457646519958,"North Vancouver Mahon Park"
"786",2020-05-17,1.81836035617773,"North Vancouver Mahon Park"
"787",2020-05-24,2.1457572425595,"North Vancouver Mahon Park"
"788",2020-05-31,1.81982510400612,"North Vancouver Mahon Park"
"789",2020-06-07,1.53722840452098,"North Vancouver Mahon Park"
"790",2020-06-14,1.66870988491735,"North Vancouver Mahon Park"
"791",2020-06-21,1.44275232958973,"North Vancouver Mahon Park"
"792",2020-06-28,1.58355225288764,"North Vancouver Mahon Park"
"793",2020-07-05,1.65851369461846,"North Vancouver Mahon Park"
"794",2020-07-12,1.54363293641111,"North Vancouver Mahon Park"
"795",2020-07-19,1.47128403390018,"North Vancouver Mahon Park"
"796",2020-07-26,2.32983142562462,"North Vancouver Mahon Park"
"797",2020-08-02,1.63076025263096,"North Vancouver Mahon Park"
"798",2020-08-09,1.8383680689866,"North Vancouver Mahon Park"
"799",2020-08-16,1.80255873540924,"North Vancouver Mahon Park"
"800",2020-08-23,1.55935722463134,"North Vancouver Mahon Park"
"801",2020-08-30,1.72347747114062,"North Vancouver Mahon Park"
"802",2020-09-06,3.74497401339118,"North Vancouver Mahon Park"
"803",2020-09-13,5.50826756451709,"North Vancouver Mahon Park"
"804",2020-09-20,1.70788030426566,"North Vancouver Mahon Park"
"805",2020-09-27,1.82828802151487,"North Vancouver Mahon Park"
"806",2020-10-04,1.68699131319161,"North Vancouver Mahon Park"
"807",2020-10-11,1.51279161602904,"North Vancouver Mahon Park"
"808",2020-10-18,1.59395556794099,"North Vancouver Mahon Park"
"809",2020-10-25,1.90323902252356,"North Vancouver Mahon Park"
"810",2020-11-01,1.89646105058286,"North Vancouver Mahon Park"
"811",2020-11-08,1.82025967774008,"North Vancouver Mahon Park"
"812",2020-11-15,1.92277245714747,"North Vancouver Mahon Park"
"813",2020-11-22,1.80073106245694,"North Vancouver Mahon Park"
"814",2020-11-29,2.07686009915728,"North Vancouver Mahon Park"
"815",2020-12-06,1.76576100892071,"North Vancouver Mahon Park"
"816",2020-12-13,1.95561849363321,"North Vancouver Mahon Park"
"817",2020-12-20,2.16390281901957,"North Vancouver Mahon Park"
"818",2020-12-27,1.71635334070267,"North Vancouver Mahon Park"
"819",2021-01-03,2.01770845790445,"North Vancouver Mahon Park"
"820",2021-01-10,1.9434530442156,"North Vancouver Mahon Park"
"821",2021-01-17,1.93501846017245,"North Vancouver Mahon Park"
"822",2021-01-24,1.82255112569598,"North Vancouver Mahon Park"
"823",2021-01-31,1.92610993080552,"North Vancouver Mahon Park"
"824",2021-02-07,2.47351970507126,"North Vancouver Mahon Park"
"825",2021-02-14,2.17442429076161,"North Vancouver Mahon Park"
"826",2021-02-21,2.33116864318142,"North Vancouver Mahon Park"
"827",2021-02-28,2.3040025484131,"North Vancouver Mahon Park"
"828",2021-03-07,2.30474409615835,"North Vancouver Mahon Park"
"829",2021-03-14,2.41152280757701,"North Vancouver Mahon Park"
"830",2021-03-21,2.08593460150204,"North Vancouver Mahon Park"
"831",2021-03-28,2.39698580639022,"North Vancouver Mahon Park"
"832",2021-04-04,2.31288531803523,"North Vancouver Mahon Park"
"833",2021-04-11,2.77358825957796,"North Vancouver Mahon Park"
"834",2021-04-18,2.60899017575103,"North Vancouver Mahon Park"
